state_code,lat,lon,bird,lat_zone
WA,47.77,-122.65,Willow Goldfinch,middle
TN,35.59,-85.11,Northern Mockingbird,middle
HI,19.38,-155.36,Hawaiian Nene,low
TN,35.65,-84.0,Northern Mockingbird,middle
NH,44.65,-71.29,Purple Finch,middle
WY,42.69,-104.15,Western Meadowlark,middle
MN,48.16,-93.05,Common Loon,middle
NV,35.71,-115.08,Mountain Bluebird,middle
WV,38.71,-81.52,Northern Cardinal,middle
IL,39.91,-90.19,Northern Cardinal,middle
VT,42.77,-73.17,Hermit Thrush,middle
FL,30.18,-81.53,Northern Mockingbird,middle
FL,30.43,-83.7,Northern Mockingbird,middle
CT,42.01,-72.88,American Robin,middle
NC,35.47,-80.55,Northern Cardinal,middle
NC,34.93,-80.32,Northern Cardinal,middle
ME,45.74,-69.69,Chickadee,middle
DC,38.94,-77.06,Not Recorded,middle
AL,33.91,-86.22,Yellowhammer,middle
WA,47.27,-123.34,Willow Goldfinch,middle
NH,44.38,-71.21,Purple Finch,middle
SD,45.23,-100.87,Ring-necked Pheasant,middle
WI,42.92,-88.5,American Robin,middle
NM,35.97,-105.64,Greater Roadrunner,middle
NC,35.96,-76.77,Northern Cardinal,middle
MA,41.93,-70.79,Black-capped Chickadee,middle
VA,37.88,-77.49,Northern Cardinal,middle
GA,34.66,-84.38,Brown Thrasher,middle
NJ,40.58,-74.48,Eastern Goldfinch,middle
SD,43.55,-99.93,Ring-necked Pheasant,middle
OR,43.45,-120.75,Western Meadowlark,middle
CT,41.56,-72.58,American Robin,middle
KS,38.5,-101.41,Western Meadowlark,middle
AL,30.87,-88.4,Yellowhammer,middle
WY,42.21,-106.16,Western Meadowlark,middle
AZ,32.78,-114.49,Cactus Wren,middle
KS,37.36,-100.55,Western Meadowlark,middle
WA,46.59,-123.16,Willow Goldfinch,middle
WA,47.58,-118.49,Willow Goldfinch,middle
OH,40.94,-84.01,Northern Cardinal,middle
PA,39.85,-77.0,Northern Cardinal,middle
MN,47.29,-93.33,Common Loon,middle
IN,40.57,-86.09,Northern Cardinal,middle
MD,38.23,-75.63,Baltimore Oriole,middle
VT,44.8,-72.64,Hermit Thrush,middle
MA,42.69,-72.45,Black-capped Chickadee,middle
ID,42.02,-113.93,Mountain Bluebird,middle
OR,42.07,-123.55,Western Meadowlark,middle
MA,42.53,-71.35,Black-capped Chickadee,middle
VA,38.64,-78.61,Northern Cardinal,middle
KS,38.81,-101.19,Western Meadowlark,middle
AR,34.11,-90.98,Northern Mockingbird,middle
AZ,32.28,-110.51,Cactus Wren,middle
KY,36.71,-85.39,Northern Cardinal,middle
PA,40.91,-76.44,Northern Cardinal,middle
NV,38.93,-117.04,Mountain Bluebird,middle
KS,39.97,-101.38,Western Meadowlark,middle
OK,34.28,-96.35,Scissor-tailed Flycatcher,middle
WY,42.41,-111.04,Western Meadowlark,middle
IN,40.55,-86.24,Northern Cardinal,middle
MO,37.15,-92.51,Eastern Bluebird,middle
LA,29.75,-91.04,Brown Pelican,low
DC,38.92,-77.01,Not Recorded,middle
MO,38.36,-94.34,Eastern Bluebird,middle
NV,36.42,-114.56,Mountain Bluebird,middle
TX,29.79,-94.22,Northern Mockingbird,low
AL,32.1,-87.61,Yellowhammer,middle
WA,47.0,-123.45,Willow Goldfinch,middle
MI,42.89,-85.09,American Robin,middle
NC,36.24,-81.64,Northern Cardinal,middle
ME,46.08,-68.35,Chickadee,middle
NM,33.1,-107.23,Greater Roadrunner,middle
CO,39.45,-106.1,Lark Bunting,middle
ID,46.26,-116.64,Mountain Bluebird,middle
MO,37.1,-93.35,Eastern Bluebird,middle
TX,27.15,-97.77,Northern Mockingbird,low
AL,31.95,-87.11,Yellowhammer,middle
MN,45.81,-93.54,Common Loon,middle
HI,19.86,-155.68,Hawaiian Nene,low
MI,43.85,-84.23,American Robin,middle
WI,46.24,-91.53,American Robin,middle
ID,44.06,-116.2,Mountain Bluebird,middle
RI,41.88,-71.62,Rhode Island Red,middle
IN,40.48,-85.39,Northern Cardinal,middle
TX,33.69,-99.98,Northern Mockingbird,middle
SD,44.77,-101.97,Ring-necked Pheasant,middle
VA,38.2,-77.82,Northern Cardinal,middle
WV,37.35,-80.94,Northern Cardinal,middle
NV,38.74,-117.96,Mountain Bluebird,middle
ND,47.06,-102.43,Western Meadowlark,middle
VT,44.62,-72.22,Hermit Thrush,middle
AZ,36.88,-111.21,Cactus Wren,middle
NH,44.57,-71.15,Purple Finch,middle
MI,42.54,-84.72,American Robin,middle
OR,42.91,-120.8,Western Meadowlark,middle
MS,31.11,-89.87,Northern Mockingbird,middle
OK,36.17,-94.89,Scissor-tailed Flycatcher,middle
WA,48.26,-119.71,Willow Goldfinch,middle
GA,34.73,-83.93,Brown Thrasher,middle
LA,30.64,-93.26,Brown Pelican,middle
PA,41.56,-76.05,Northern Cardinal,middle
OK,36.04,-98.54,Scissor-tailed Flycatcher,middle
IA,41.48,-94.0,Eastern Goldfinch,middle
DC,38.94,-77.1,Not Recorded,middle
VT,44.49,-72.76,Hermit Thrush,middle
OK,36.49,-96.87,Scissor-tailed Flycatcher,middle
WI,42.57,-88.87,American Robin,middle
SD,43.39,-99.62,Ring-necked Pheasant,middle
CT,41.28,-73.09,American Robin,middle
VT,44.34,-73.13,Hermit Thrush,middle
KS,37.52,-99.19,Western Meadowlark,middle
CT,42.0,-72.5,American Robin,middle
ME,43.64,-70.63,Chickadee,middle
MA,42.45,-71.23,Black-capped Chickadee,middle
NM,36.05,-106.5,Greater Roadrunner,middle
RI,41.64,-71.17,Rhode Island Red,middle
MD,39.63,-77.63,Baltimore Oriole,middle
IA,42.72,-93.85,Eastern Goldfinch,middle
NH,43.03,-71.21,Purple Finch,middle
NE,41.77,-97.16,Western Meadowlark,middle
RI,41.73,-71.32,Rhode Island Red,middle
OH,40.73,-82.68,Northern Cardinal,middle
NH,42.82,-72.22,Purple Finch,middle
MN,48.17,-95.14,Common Loon,middle
RI,41.96,-71.62,Rhode Island Red,middle
WI,42.82,-90.47,American Robin,middle
MS,32.05,-90.85,Northern Mockingbird,middle
OH,38.49,-82.49,Northern Cardinal,middle
ID,46.19,-115.41,Mountain Bluebird,middle
KS,39.48,-100.11,Western Meadowlark,middle
ND,47.86,-103.45,Western Meadowlark,middle
TN,36.35,-83.8,Northern Mockingbird,middle
WV,39.37,-77.83,Northern Cardinal,middle
CT,41.53,-71.91,American Robin,middle
KY,37.23,-87.11,Northern Cardinal,middle
RI,41.46,-71.7,Rhode Island Red,middle
OH,39.11,-82.93,Northern Cardinal,middle
ME,45.06,-70.16,Chickadee,middle
GA,32.84,-81.58,Brown Thrasher,middle
NM,34.82,-108.63,Greater Roadrunner,middle
NV,37.29,-115.07,Mountain Bluebird,middle
NV,40.52,-117.14,Mountain Bluebird,middle
FL,30.45,-83.17,Northern Mockingbird,middle
MN,48.29,-94.98,Common Loon,middle
IA,41.12,-94.58,Eastern Goldfinch,middle
MA,42.24,-70.84,Black-capped Chickadee,middle
WV,38.68,-82.09,Northern Cardinal,middle
WY,43.22,-108.26,Western Meadowlark,middle
VT,42.94,-72.54,Hermit Thrush,middle
WA,46.61,-117.42,Willow Goldfinch,middle
WI,44.16,-89.7,American Robin,middle
OK,34.56,-97.5,Scissor-tailed Flycatcher,middle
UT,40.7,-110.41,California Gull,middle
MO,36.8,-90.2,Eastern Bluebird,middle
CA,35.71,-119.35,California Quail,middle
ME,45.08,-69.16,Chickadee,middle
MI,44.43,-83.96,American Robin,middle
WI,45.68,-92.84,American Robin,middle
CA,39.51,-122.46,California Quail,middle
AZ,35.17,-110.96,Cactus Wren,middle
NY,40.64,-73.6,Eastern Bluebird,middle
WA,48.86,-118.93,Willow Goldfinch,middle
MD,38.19,-75.67,Baltimore Oriole,middle
UT,40.66,-113.7,California Gull,middle
NV,38.41,-118.87,Mountain Bluebird,middle
VA,38.25,-78.21,Northern Cardinal,middle
NV,40.15,-118.37,Mountain Bluebird,middle
WY,44.03,-108.24,Western Meadowlark,middle
MN,45.81,-94.05,Common Loon,middle
CO,40.33,-102.59,Lark Bunting,middle
AL,31.21,-86.43,Yellowhammer,middle
AZ,34.69,-109.66,Cactus Wren,middle
MO,39.71,-93.84,Eastern Bluebird,middle
MI,45.66,-87.62,American Robin,middle
CO,39.04,-102.25,Lark Bunting,middle
WA,46.61,-121.37,Willow Goldfinch,middle
KS,39.67,-100.8,Western Meadowlark,middle
CO,39.27,-103.21,Lark Bunting,middle
NC,35.23,-75.59,Northern Cardinal,middle
MN,47.86,-92.72,Common Loon,middle
ND,46.93,-99.19,Western Meadowlark,middle
MD,38.47,-76.52,Baltimore Oriole,middle
AL,33.38,-85.71,Yellowhammer,middle
OK,35.88,-98.49,Scissor-tailed Flycatcher,middle
CT,41.64,-72.64,American Robin,middle
AK,64.6,-164.3,Willow Ptarmigan,high
DC,38.91,-77.04,Not Recorded,middle
MN,48.88,-96.11,Common Loon,middle
WA,48.74,-118.75,Willow Goldfinch,middle
IL,40.87,-87.89,Northern Cardinal,middle
MN,47.74,-95.14,Common Loon,middle
KS,38.33,-97.01,Western Meadowlark,middle
KY,36.94,-87.3,Northern Cardinal,middle
NE,41.82,-100.11,Western Meadowlark,middle
MA,42.67,-71.76,Black-capped Chickadee,middle
IL,37.32,-89.43,Northern Cardinal,middle
NM,32.84,-105.79,Greater Roadrunner,middle
TN,35.45,-86.11,Northern Mockingbird,middle
NE,41.48,-100.54,Western Meadowlark,middle
DC,38.84,-77.03,Not Recorded,middle
DE,38.9,-75.49,Delaware Blue Hen,middle
LA,30.31,-92.29,Brown Pelican,middle
ME,45.37,-68.15,Chickadee,middle
MI,45.35,-87.53,American Robin,middle
CA,39.07,-122.38,California Quail,middle
AR,33.63,-91.9,Northern Mockingbird,middle
TX,30.42,-99.5,Northern Mockingbird,middle
WA,46.46,-119.01,Willow Goldfinch,middle
OH,41.34,-83.33,Northern Cardinal,middle
WI,45.36,-90.23,American Robin,middle
MN,45.75,-96.17,Common Loon,middle
MI,46.26,-86.87,American Robin,middle
SC,34.73,-80.19,Carolina Wren,middle
HI,19.87,-155.27,Hawaiian Nene,low
OR,44.27,-122.16,Western Meadowlark,middle
OK,34.66,-97.84,Scissor-tailed Flycatcher,middle
KY,37.96,-85.68,Northern Cardinal,middle
UT,40.09,-109.95,California Gull,middle
CO,38.11,-104.88,Lark Bunting,middle
ID,42.9,-116.46,Mountain Bluebird,middle
ND,48.95,-99.2,Western Meadowlark,middle
KY,37.91,-83.93,Northern Cardinal,middle
NJ,40.99,-74.38,Eastern Goldfinch,middle
WI,44.18,-89.95,American Robin,middle
MO,40.42,-91.82,Eastern Bluebird,middle
IA,41.87,-92.35,Eastern Goldfinch,middle
NE,41.4,-97.15,Western Meadowlark,middle
MN,47.42,-95.46,Common Loon,middle
MA,41.6,-71.13,Black-capped Chickadee,middle
ME,45.34,-70.7,Chickadee,middle
KY,36.74,-84.83,Northern Cardinal,middle
WA,46.22,-122.12,Willow Goldfinch,middle
UT,37.75,-112.7,California Gull,middle
AZ,34.44,-109.73,Cactus Wren,middle
FL,26.03,-81.41,Northern Mockingbird,low
UT,37.97,-112.92,California Gull,middle
NV,38.43,-116.77,Mountain Bluebird,middle
TN,36.45,-88.36,Northern Mockingbird,middle
NC,35.9,-82.22,Northern Cardinal,middle
WY,43.07,-107.43,Western Meadowlark,middle
MN,46.67,-95.6,Common Loon,middle
KS,38.95,-99.87,Western Meadowlark,middle
VT,44.82,-71.93,Hermit Thrush,middle
OK,36.92,-96.56,Scissor-tailed Flycatcher,middle
TN,35.7,-84.02,Northern Mockingbird,middle
WY,43.7,-106.31,Western Meadowlark,middle
MI,45.1,-85.06,American Robin,middle
ND,48.88,-97.72,Western Meadowlark,middle
FL,30.8,-81.93,Northern Mockingbird,middle
MT,45.6,-111.15,Western Meadowlark,middle
IA,41.09,-95.15,Eastern Goldfinch,middle
OR,42.01,-122.04,Western Meadowlark,middle
KS,38.0,-97.88,Western Meadowlark,middle
NM,34.07,-108.28,Greater Roadrunner,middle
FL,27.47,-82.45,Northern Mockingbird,low
NE,42.58,-101.27,Western Meadowlark,middle
WV,38.73,-81.29,Northern Cardinal,middle
OK,34.97,-98.77,Scissor-tailed Flycatcher,middle
UT,39.48,-109.53,California Gull,middle
WY,43.49,-106.2,Western Meadowlark,middle
RI,41.37,-71.77,Rhode Island Red,middle
WV,38.58,-79.75,Northern Cardinal,middle
MT,47.54,-108.63,Western Meadowlark,middle
ID,42.04,-114.85,Mountain Bluebird,middle
MS,34.69,-89.12,Northern Mockingbird,middle
KS,38.1,-95.39,Western Meadowlark,middle
NM,35.89,-107.33,Greater Roadrunner,middle
WV,38.03,-80.02,Northern Cardinal,middle
NM,35.32,-107.23,Greater Roadrunner,middle
DC,38.92,-77.09,Not Recorded,middle
NY,44.14,-75.8,Eastern Bluebird,middle
NE,41.25,-103.83,Western Meadowlark,middle
MO,40.49,-93.26,Eastern Bluebird,middle
OK,35.46,-96.9,Scissor-tailed Flycatcher,middle
MI,42.26,-85.75,American Robin,middle
MN,46.85,-92.05,Common Loon,middle
RI,41.53,-71.17,Rhode Island Red,middle
NV,38.7,-115.63,Mountain Bluebird,middle
IL,38.81,-89.78,Northern Cardinal,middle
NE,42.07,-96.98,Western Meadowlark,middle
IL,39.21,-88.25,Northern Cardinal,middle
TN,35.43,-85.26,Northern Mockingbird,middle
DC,38.89,-76.94,Not Recorded,middle
WI,43.19,-90.71,American Robin,middle
OH,38.79,-83.39,Northern Cardinal,middle
UT,37.61,-112.85,California Gull,middle
NE,42.64,-98.56,Western Meadowlark,middle
WI,46.22,-90.18,American Robin,middle
MO,38.54,-92.48,Eastern Bluebird,middle
TN,35.17,-89.01,Northern Mockingbird,middle
VA,37.02,-76.71,Northern Cardinal,middle
IN,38.68,-87.1,Northern Cardinal,middle
LA,32.08,-93.47,Brown Pelican,middle
OR,42.17,-118.78,Western Meadowlark,middle
HI,19.4,-155.35,Hawaiian Nene,low
MT,48.43,-112.47,Western Meadowlark,middle
MT,48.36,-111.69,Western Meadowlark,middle
AZ,32.82,-114.45,Cactus Wren,middle
IL,39.59,-88.22,Northern Cardinal,middle
TX,35.98,-102.58,Northern Mockingbird,middle
MI,42.06,-84.56,American Robin,middle
IN,41.2,-87.18,Northern Cardinal,middle
KS,37.97,-101.5,Western Meadowlark,middle
OH,40.5,-83.19,Northern Cardinal,middle
CT,41.08,-73.47,American Robin,middle
OH,39.09,-83.74,Northern Cardinal,middle
WV,37.91,-81.94,Northern Cardinal,middle
ND,47.83,-101.79,Western Meadowlark,middle
AZ,32.36,-112.1,Cactus Wren,middle
NE,41.66,-101.37,Western Meadowlark,middle
LA,30.7,-90.28,Brown Pelican,middle
IN,39.41,-84.97,Northern Cardinal,middle
RI,41.62,-71.43,Rhode Island Red,middle
NC,35.76,-81.74,Northern Cardinal,middle
MA,42.57,-72.57,Black-capped Chickadee,middle
CA,34.86,-119.29,California Quail,middle
NC,35.83,-77.4,Northern Cardinal,middle
KS,39.32,-98.94,Western Meadowlark,middle
KS,37.88,-100.72,Western Meadowlark,middle
MN,47.66,-90.87,Common Loon,middle
CT,41.49,-72.91,American Robin,middle
OH,38.7,-83.71,Northern Cardinal,middle
OR,42.72,-121.56,Western Meadowlark,middle
AL,34.07,-85.52,Yellowhammer,middle
NM,33.35,-107.32,Greater Roadrunner,middle
WV,39.4,-81.07,Northern Cardinal,middle
ME,46.06,-68.83,Chickadee,middle
IN,39.82,-85.42,Northern Cardinal,middle
UT,39.07,-113.49,California Gull,middle
RI,41.45,-71.5,Rhode Island Red,middle
LA,31.86,-93.36,Brown Pelican,middle
IL,40.07,-88.37,Northern Cardinal,middle
AL,31.31,-87.92,Yellowhammer,middle
NJ,39.62,-75.46,Eastern Goldfinch,middle
UT,37.69,-109.24,California Gull,middle
NY,42.29,-74.29,Eastern Bluebird,middle
DE,39.17,-75.46,Delaware Blue Hen,middle
CA,41.85,-123.71,California Quail,middle
NM,33.77,-103.43,Greater Roadrunner,middle
MO,37.87,-90.67,Eastern Bluebird,middle
ND,46.4,-101.17,Western Meadowlark,middle
IL,38.05,-88.91,Northern Cardinal,middle
OH,38.56,-82.45,Northern Cardinal,middle
CT,41.13,-73.34,American Robin,middle
RI,41.83,-71.49,Rhode Island Red,middle
WI,45.67,-88.5,American Robin,middle
TX,29.79,-101.63,Northern Mockingbird,low
MO,38.43,-94.08,Eastern Bluebird,middle
ID,45.43,-115.5,Mountain Bluebird,middle
TN,36.11,-84.93,Northern Mockingbird,middle
MN,47.37,-93.97,Common Loon,middle
KY,38.59,-85.0,Northern Cardinal,middle
SD,43.6,-103.78,Ring-necked Pheasant,middle
CO,38.63,-102.95,Lark Bunting,middle
TN,35.02,-85.81,Northern Mockingbird,middle
FL,30.22,-85.66,Northern Mockingbird,middle
NE,42.03,-97.3,Western Meadowlark,middle
MI,46.05,-87.16,American Robin,middle
OR,45.41,-120.0,Western Meadowlark,middle
DC,38.83,-77.04,Not Recorded,middle
MI,47.23,-88.56,American Robin,middle
AZ,31.88,-109.62,Cactus Wren,middle
KS,38.32,-101.5,Western Meadowlark,middle
IL,42.24,-89.57,Northern Cardinal,middle
MA,42.15,-72.61,Black-capped Chickadee,middle
MO,40.38,-91.8,Eastern Bluebird,middle
AR,35.75,-92.23,Northern Mockingbird,middle
IL,40.38,-90.02,Northern Cardinal,middle
KS,39.36,-100.45,Western Meadowlark,middle
HI,19.54,-155.14,Hawaiian Nene,low
WI,42.51,-88.25,American Robin,middle
IA,41.25,-91.71,Eastern Goldfinch,middle
CT,41.34,-73.15,American Robin,middle
WY,44.27,-110.11,Western Meadowlark,middle
IN,40.51,-85.46,Northern Cardinal,middle
VT,42.79,-72.9,Hermit Thrush,middle
NV,39.15,-117.2,Mountain Bluebird,middle
ND,46.82,-101.16,Western Meadowlark,middle
CA,34.61,-116.42,California Quail,middle
WY,42.77,-110.89,Western Meadowlark,middle
NY,43.02,-75.63,Eastern Bluebird,middle
IN,40.58,-87.49,Northern Cardinal,middle
NC,36.11,-80.81,Northern Cardinal,middle
RI,41.51,-71.64,Rhode Island Red,middle
ND,46.24,-101.08,Western Meadowlark,middle
TN,36.45,-81.72,Northern Mockingbird,middle
CT,41.41,-72.89,American Robin,middle
NH,44.19,-72.03,Purple Finch,middle
NY,42.82,-75.15,Eastern Bluebird,middle
AL,31.16,-87.13,Yellowhammer,middle
OH,40.29,-81.98,Northern Cardinal,middle
UT,37.72,-113.36,California Gull,middle
AL,32.29,-85.18,Yellowhammer,middle
FL,26.53,-80.18,Northern Mockingbird,low
AZ,36.26,-110.4,Cactus Wren,middle
ID,43.76,-116.0,Mountain Bluebird,middle
NV,40.47,-117.3,Mountain Bluebird,middle
KS,38.29,-97.16,Western Meadowlark,middle
GA,31.04,-84.45,Brown Thrasher,middle
MI,45.92,-86.75,American Robin,middle
UT,39.79,-110.62,California Gull,middle
WY,43.08,-105.53,Western Meadowlark,middle
NY,41.85,-74.84,Eastern Bluebird,middle
WA,45.8,-122.22,Willow Goldfinch,middle
GA,31.26,-81.66,Brown Thrasher,middle
CA,39.93,-122.3,California Quail,middle
DE,39.32,-75.71,Delaware Blue Hen,middle
TX,30.49,-97.31,Northern Mockingbird,middle
FL,28.54,-82.11,Northern Mockingbird,low
VA,37.13,-78.79,Northern Cardinal,middle
VA,39.21,-78.37,Northern Cardinal,middle
WI,44.82,-92.62,American Robin,middle
IA,43.28,-95.31,Eastern Goldfinch,middle
OK,35.05,-98.58,Scissor-tailed Flycatcher,middle
MN,45.85,-94.29,Common Loon,middle
CO,38.58,-107.88,Lark Bunting,middle
OR,44.84,-120.07,Western Meadowlark,middle
NM,36.92,-108.9,Greater Roadrunner,middle
ND,46.69,-100.05,Western Meadowlark,middle
CO,38.69,-105.47,Lark Bunting,middle
AK,57.94,-156.01,Willow Ptarmigan,middle
NC,34.2,-78.23,Northern Cardinal,middle
MN,44.74,-92.85,Common Loon,middle
OK,34.75,-98.88,Scissor-tailed Flycatcher,middle
CT,41.27,-72.66,American Robin,middle
DE,39.17,-75.63,Delaware Blue Hen,middle
MT,46.17,-106.75,Western Meadowlark,middle
LA,29.84,-90.08,Brown Pelican,low
CO,37.07,-103.47,Lark Bunting,middle
WI,46.1,-90.79,American Robin,middle
NM,31.9,-107.56,Greater Roadrunner,middle
AK,68.09,-155.43,Willow Ptarmigan,high
NM,32.33,-108.96,Greater Roadrunner,middle
NC,36.55,-80.67,Northern Cardinal,middle
WV,38.37,-80.96,Northern Cardinal,middle
WI,43.03,-88.68,American Robin,middle
NC,35.36,-80.91,Northern Cardinal,middle
UT,37.95,-111.83,California Gull,middle
NE,41.17,-102.24,Western Meadowlark,middle
NJ,40.3,-74.64,Eastern Goldfinch,middle
PA,40.89,-76.18,Northern Cardinal,middle
OH,40.89,-83.76,Northern Cardinal,middle
VA,38.82,-77.09,Northern Cardinal,middle
DC,38.86,-77.0,Not Recorded,middle
NC,35.94,-78.66,Northern Cardinal,middle
KS,39.4,-98.95,Western Meadowlark,middle
MD,38.75,-76.78,Baltimore Oriole,middle
KS,38.89,-99.36,Western Meadowlark,middle
AZ,35.65,-110.35,Cactus Wren,middle
CA,40.18,-122.59,California Quail,middle
KY,36.96,-86.17,Northern Cardinal,middle
NH,43.25,-71.83,Purple Finch,middle
TX,33.4,-94.65,Northern Mockingbird,middle
CA,33.77,-117.57,California Quail,middle
NY,43.27,-76.16,Eastern Bluebird,middle
RI,41.79,-71.41,Rhode Island Red,middle
TX,31.47,-100.42,Northern Mockingbird,middle
NY,43.34,-75.5,Eastern Bluebird,middle
TN,35.09,-84.81,Northern Mockingbird,middle
NC,35.53,-80.87,Northern Cardinal,middle
IL,40.29,-90.04,Northern Cardinal,middle
WY,44.18,-110.33,Western Meadowlark,middle
VA,38.87,-77.38,Northern Cardinal,middle
UT,39.97,-110.4,California Gull,middle
DE,39.34,-75.58,Delaware Blue Hen,middle
DC,38.86,-76.98,Not Recorded,middle
NM,36.4,-105.4,Greater Roadrunner,middle
IL,41.84,-88.75,Northern Cardinal,middle
AL,32.69,-88.3,Yellowhammer,middle
IA,43.09,-93.11,Eastern Goldfinch,middle
ND,47.19,-101.66,Western Meadowlark,middle
AR,35.02,-90.49,Northern Mockingbird,middle
CT,41.55,-72.79,American Robin,middle
OK,36.48,-96.44,Scissor-tailed Flycatcher,middle
UT,37.83,-113.12,California Gull,middle
LA,32.91,-91.22,Brown Pelican,middle
VA,36.61,-80.33,Northern Cardinal,middle
MA,41.66,-70.4,Black-capped Chickadee,middle
IL,42.06,-90.09,Northern Cardinal,middle
PA,41.51,-76.39,Northern Cardinal,middle
KY,37.69,-86.27,Northern Cardinal,middle
CO,40.35,-106.88,Lark Bunting,middle
OK,36.49,-97.55,Scissor-tailed Flycatcher,middle
NJ,39.29,-74.93,Eastern Goldfinch,middle
MI,42.43,-84.43,American Robin,middle
MS,33.54,-90.38,Northern Mockingbird,middle
OR,44.99,-117.98,Western Meadowlark,middle
NH,42.93,-72.13,Purple Finch,middle
SD,44.31,-103.47,Ring-necked Pheasant,middle
AZ,34.18,-114.14,Cactus Wren,middle
WI,42.61,-88.58,American Robin,middle
CA,35.13,-116.51,California Quail,middle
HI,19.31,-155.81,Hawaiian Nene,low
OH,41.64,-84.4,Northern Cardinal,middle
TN,36.5,-85.64,Northern Mockingbird,middle
DC,38.9,-76.94,Not Recorded,middle
NE,42.48,-101.91,Western Meadowlark,middle
IN,41.18,-85.52,Northern Cardinal,middle
FL,26.91,-82.02,Northern Mockingbird,low
IA,42.47,-95.28,Eastern Goldfinch,middle
TN,36.58,-82.41,Northern Mockingbird,middle
WV,38.12,-80.85,Northern Cardinal,middle
NE,42.17,-101.62,Western Meadowlark,middle
WV,37.64,-80.59,Northern Cardinal,middle
NV,39.46,-115.91,Mountain Bluebird,middle
HI,19.67,-155.27,Hawaiian Nene,low
KS,39.71,-96.38,Western Meadowlark,middle
WY,42.98,-106.49,Western Meadowlark,middle
IL,38.84,-88.59,Northern Cardinal,middle
MI,44.15,-86.25,American Robin,middle
MO,36.32,-90.01,Eastern Bluebird,middle
RI,41.4,-71.69,Rhode Island Red,middle
SC,34.33,-81.54,Carolina Wren,middle
MA,42.58,-71.5,Black-capped Chickadee,middle
ID,44.62,-117.1,Mountain Bluebird,middle
VA,38.34,-79.27,Northern Cardinal,middle
NM,34.26,-108.51,Greater Roadrunner,middle
IN,38.56,-86.34,Northern Cardinal,middle
SD,45.49,-99.0,Ring-necked Pheasant,middle
ID,42.63,-116.46,Mountain Bluebird,middle
GA,33.45,-84.8,Brown Thrasher,middle
NM,34.64,-106.24,Greater Roadrunner,middle
KY,36.89,-82.93,Northern Cardinal,middle
DC,38.82,-77.02,Not Recorded,middle
DC,38.87,-76.98,Not Recorded,middle
IN,38.02,-87.01,Northern Cardinal,middle
MA,42.07,-71.37,Black-capped Chickadee,middle
MA,42.17,-72.73,Black-capped Chickadee,middle
DE,38.53,-75.4,Delaware Blue Hen,middle
OR,45.49,-120.95,Western Meadowlark,middle
UT,37.82,-111.01,California Gull,middle
CA,36.29,-118.04,California Quail,middle
NY,42.91,-78.86,Eastern Bluebird,middle
MN,47.45,-94.84,Common Loon,middle
NJ,40.82,-74.91,Eastern Goldfinch,middle
IN,41.21,-86.9,Northern Cardinal,middle
ND,46.31,-102.29,Western Meadowlark,middle
MO,37.07,-92.19,Eastern Bluebird,middle
VA,36.79,-82.91,Northern Cardinal,middle
KS,39.06,-99.9,Western Meadowlark,middle
FL,30.46,-83.64,Northern Mockingbird,middle
AR,35.09,-93.04,Northern Mockingbird,middle
FL,29.63,-82.61,Northern Mockingbird,low
DC,38.89,-76.93,Not Recorded,middle
MD,39.49,-77.52,Baltimore Oriole,middle
PA,41.33,-80.17,Northern Cardinal,middle
MT,47.93,-107.67,Western Meadowlark,middle
HI,21.41,-157.79,Hawaiian Nene,low
MA,42.34,-71.69,Black-capped Chickadee,middle
FL,26.55,-80.26,Northern Mockingbird,low
ND,46.92,-103.76,Western Meadowlark,middle
CT,41.65,-72.08,American Robin,middle
WA,46.61,-118.44,Willow Goldfinch,middle
HI,19.11,-155.56,Hawaiian Nene,low
OH,39.69,-81.98,Northern Cardinal,middle
MT,45.9,-111.19,Western Meadowlark,middle
AK,63.68,-158.48,Willow Ptarmigan,high
GA,33.29,-83.04,Brown Thrasher,middle
LA,29.8,-89.85,Brown Pelican,low
IL,40.26,-87.91,Northern Cardinal,middle
AR,34.08,-94.26,Northern Mockingbird,middle
GA,34.57,-83.16,Brown Thrasher,middle
OK,36.53,-95.86,Scissor-tailed Flycatcher,middle
MO,37.87,-90.25,Eastern Bluebird,middle
WY,42.21,-106.24,Western Meadowlark,middle
AR,34.37,-91.43,Northern Mockingbird,middle
UT,38.91,-113.22,California Gull,middle
OR,42.12,-122.04,Western Meadowlark,middle
UT,38.18,-109.55,California Gull,middle
OK,35.49,-98.09,Scissor-tailed Flycatcher,middle
NM,33.19,-105.39,Greater Roadrunner,middle
MO,39.97,-92.6,Eastern Bluebird,middle
DE,39.74,-75.56,Delaware Blue Hen,middle
NM,34.91,-106.7,Greater Roadrunner,middle
IL,41.13,-88.88,Northern Cardinal,middle
WI,45.2,-87.95,American Robin,middle
NC,36.28,-75.9,Northern Cardinal,middle
AK,59.97,-139.94,Willow Ptarmigan,middle
OK,36.09,-97.54,Scissor-tailed Flycatcher,middle
GA,30.96,-83.21,Brown Thrasher,middle
VT,44.46,-72.94,Hermit Thrush,middle
ND,48.03,-101.38,Western Meadowlark,middle
SC,33.54,-81.71,Carolina Wren,middle
LA,32.4,-93.63,Brown Pelican,middle
RI,41.64,-71.52,Rhode Island Red,middle
IA,42.68,-92.65,Eastern Goldfinch,middle
WY,43.01,-104.67,Western Meadowlark,middle
